eps,min_samples,nmi,eps_hiac,min_samples_hiac,nmi_hiac
8.763431983010749,100,1.0,8.763431983010749,100,1.0
8.763431983010749,200,1.0,8.763431983010749,200,1.0
8.763431983010749,300,1.0,8.763431983010749,300,1.0
8.763431983010749,400,1.0,8.763431983010749,400,1.0
8.763431983010749,500,1.0,8.763431983010749,500,1.0
8.763431983010749,600,1.0,8.763431983010749,600,1.0
8.763431983010749,700,1.0,8.763431983010749,700,1.0
8.763431983010749,800,1.0,8.763431983010749,800,1.0
8.763431983010749,900,1.0,8.763431983010749,900,1.0
8.763431983010749,1000,1.0,8.763431983010749,1000,1.0
17.526863966021498,100,1.0,17.526863966021498,100,1.0
17.526863966021498,200,1.0,17.526863966021498,200,1.0
17.526863966021498,300,1.0,17.526863966021498,300,1.0
17.526863966021498,400,1.0,17.526863966021498,400,1.0
17.526863966021498,500,1.0,17.526863966021498,500,1.0
17.526863966021498,600,1.0,17.526863966021498,600,1.0
17.526863966021498,700,1.0,17.526863966021498,700,1.0
17.526863966021498,800,1.0,17.526863966021498,800,1.0
17.526863966021498,900,1.0,17.526863966021498,900,1.0
17.526863966021498,1000,1.0,17.526863966021498,1000,1.0
26.29029594903225,100,1.0,26.29029594903225,100,1.0
26.29029594903225,200,1.0,26.29029594903225,200,1.0
26.29029594903225,300,1.0,26.29029594903225,300,1.0
26.29029594903225,400,1.0,26.29029594903225,400,1.0
26.29029594903225,500,1.0,26.29029594903225,500,1.0
26.29029594903225,600,1.0,26.29029594903225,600,1.0
26.29029594903225,700,1.0,26.29029594903225,700,1.0
26.29029594903225,800,1.0,26.29029594903225,800,1.0
26.29029594903225,900,1.0,26.29029594903225,900,1.0
26.29029594903225,1000,1.0,26.29029594903225,1000,1.0
35.053727932042996,100,1.0,35.053727932042996,100,1.0
35.053727932042996,200,1.0,35.053727932042996,200,1.0
35.053727932042996,300,1.0,35.053727932042996,300,1.0
35.053727932042996,400,1.0,35.053727932042996,400,1.0
35.053727932042996,500,1.0,35.053727932042996,500,1.0
35.053727932042996,600,1.0,35.053727932042996,600,1.0
35.053727932042996,700,1.0,35.053727932042996,700,1.0
35.053727932042996,800,1.0,35.053727932042996,800,1.0
35.053727932042996,900,1.0,35.053727932042996,900,1.0
35.053727932042996,1000,1.0,35.053727932042996,1000,1.0
43.81715991505374,100,1.0,43.81715991505374,100,1.0
43.81715991505374,200,1.0,43.81715991505374,200,1.0
43.81715991505374,300,1.0,43.81715991505374,300,1.0
43.81715991505374,400,1.0,43.81715991505374,400,1.0
43.81715991505374,500,1.0,43.81715991505374,500,1.0
43.81715991505374,600,1.0,43.81715991505374,600,1.0
43.81715991505374,700,1.0,43.81715991505374,700,1.0
43.81715991505374,800,1.0,43.81715991505374,800,1.0
43.81715991505374,900,1.0,43.81715991505374,900,1.0
43.81715991505374,1000,1.0,43.81715991505374,1000,1.0
52.5805918980645,100,1.0,52.5805918980645,100,1.0
52.5805918980645,200,1.0,52.5805918980645,200,1.0
52.5805918980645,300,1.0,52.5805918980645,300,1.0
52.5805918980645,400,1.0,52.5805918980645,400,1.0
52.5805918980645,500,1.0,52.5805918980645,500,1.0
52.5805918980645,600,1.0,52.5805918980645,600,1.0
52.5805918980645,700,1.0,52.5805918980645,700,1.0
52.5805918980645,800,1.0,52.5805918980645,800,1.0
52.5805918980645,900,1.0,52.5805918980645,900,1.0
52.5805918980645,1000,1.0,52.5805918980645,1000,1.0
61.344023881075245,100,1.0,61.344023881075245,100,1.0
61.344023881075245,200,1.0,61.344023881075245,200,1.0
61.344023881075245,300,1.0,61.344023881075245,300,1.0
61.344023881075245,400,1.0,61.344023881075245,400,1.0
61.344023881075245,500,1.0,61.344023881075245,500,1.0
61.344023881075245,600,1.0,61.344023881075245,600,1.0
61.344023881075245,700,1.0,61.344023881075245,700,1.0
61.344023881075245,800,1.0,61.344023881075245,800,1.0
61.344023881075245,900,1.0,61.344023881075245,900,1.0
61.344023881075245,1000,1.0,61.344023881075245,1000,1.0
70.10745586408599,100,1.0,70.10745586408599,100,1.0
70.10745586408599,200,1.0,70.10745586408599,200,1.0
70.10745586408599,300,1.0,70.10745586408599,300,1.0
70.10745586408599,400,1.0,70.10745586408599,400,1.0
70.10745586408599,500,1.0,70.10745586408599,500,1.0
70.10745586408599,600,1.0,70.10745586408599,600,1.0
70.10745586408599,700,1.0,70.10745586408599,700,1.0
70.10745586408599,800,1.0,70.10745586408599,800,1.0
70.10745586408599,900,1.0,70.10745586408599,900,1.0
70.10745586408599,1000,1.0,70.10745586408599,1000,1.0
78.87088784709674,100,1.0,78.87088784709674,100,1.0
78.87088784709674,200,1.0,78.87088784709674,200,1.0
78.87088784709674,300,1.0,78.87088784709674,300,1.0
78.87088784709674,400,1.0,78.87088784709674,400,1.0
78.87088784709674,500,1.0,78.87088784709674,500,1.0
78.87088784709674,600,1.0,78.87088784709674,600,1.0
78.87088784709674,700,1.0,78.87088784709674,700,1.0
78.87088784709674,800,1.0,78.87088784709674,800,1.0
78.87088784709674,900,1.0,78.87088784709674,900,1.0
78.87088784709674,1000,1.0,78.87088784709674,1000,1.0
87.63431983010749,100,1.0,87.63431983010749,100,1.0
87.63431983010749,200,1.0,87.63431983010749,200,1.0
87.63431983010749,300,1.0,87.63431983010749,300,1.0
87.63431983010749,400,1.0,87.63431983010749,400,1.0
87.63431983010749,500,1.0,87.63431983010749,500,1.0
87.63431983010749,600,1.0,87.63431983010749,600,1.0
87.63431983010749,700,1.0,87.63431983010749,700,1.0
87.63431983010749,800,1.0,87.63431983010749,800,1.0
87.63431983010749,900,1.0,87.63431983010749,900,1.0
87.63431983010749,1000,1.0,87.63431983010749,1000,1.0
