eps,min_samples,nmi,nmi_hiac
0.01335500931117272,100,0.49671225272507624,0.5066779364173913
0.01335500931117272,200,0.5171339369021836,0.5185787597947517
0.01335500931117272,300,0.5103439657178017,0.5185787597947517
0.01335500931117272,400,0.520441731275314,0.5185787597947517
0.01335500931117272,500,0.520441731275314,0.5185787597947517
0.01335500931117272,600,0.520441731275314,0.5185787597947517
0.01335500931117272,700,0.520441731275314,0.5185787597947517
0.01335500931117272,800,0.520441731275314,0.5185787597947517
0.01335500931117272,900,0.520441731275314,0.5185787597947517
0.01335500931117272,1000,0.520441731275314,0.5185787597947517
0.02671001862234544,100,0.5221109257663152,0.5068438626285239
0.02671001862234544,200,0.5207919838317537,0.5068438626285239
0.02671001862234544,300,0.5207919838317537,0.5068438626285239
0.02671001862234544,400,0.5207919838317537,0.5068438626285239
0.02671001862234544,500,0.5207919838317537,0.5068438626285239
0.02671001862234544,600,0.5207919838317537,0.5068438626285239
0.02671001862234544,700,0.5207919838317537,0.5068438626285239
0.02671001862234544,800,0.5207919838317537,0.5068438626285239
0.02671001862234544,900,0.5207919838317537,0.5068438626285239
0.02671001862234544,1000,0.5207919838317537,0.5068438626285239
0.04006502793351816,100,0.5126662713368437,0.5103904898739788
0.04006502793351816,200,0.5126662713368437,0.5103904898739788
0.04006502793351816,300,0.5126662713368437,0.5103904898739788
0.04006502793351816,400,0.5126662713368437,0.5103904898739788
0.04006502793351816,500,0.5126662713368437,0.5103904898739788
0.04006502793351816,600,0.5126662713368437,0.5103904898739788
0.04006502793351816,700,0.5126662713368437,0.5103904898739788
0.04006502793351816,800,0.5126662713368437,0.5103904898739788
0.04006502793351816,900,0.5126662713368437,0.5103904898739788
0.04006502793351816,1000,0.5126662713368437,0.5103904898739788
0.05342003724469088,100,0.49671603238653855,0.5726453231718984
0.05342003724469088,200,0.49671603238653855,0.5726453231718984
0.05342003724469088,300,0.49671603238653855,0.5726453231718984
0.05342003724469088,400,0.49671603238653855,0.5726453231718984
0.05342003724469088,500,0.49671603238653855,0.5726453231718984
0.05342003724469088,600,0.49671603238653855,0.5726453231718984
0.05342003724469088,700,0.49671603238653855,0.5726453231718984
0.05342003724469088,800,0.49671603238653855,0.5726453231718984
0.05342003724469088,900,0.49671603238653855,0.5726453231718984
0.05342003724469088,1000,0.49671603238653855,0.5726453231718984
0.06677504655586361,100,0.5051405554536055,0.5093735864030998
0.06677504655586361,200,0.5051405554536055,0.5093735864030998
0.06677504655586361,300,0.5051405554536055,0.5093735864030998
0.06677504655586361,400,0.5051405554536055,0.5093735864030998
0.06677504655586361,500,0.5051405554536055,0.5093735864030998
0.06677504655586361,600,0.5051405554536055,0.5093735864030998
0.06677504655586361,700,0.5051405554536055,0.5093735864030998
0.06677504655586361,800,0.5051405554536055,0.5093735864030998
0.06677504655586361,900,0.5051405554536055,0.5093735864030998
0.06677504655586361,1000,0.5051405554536055,0.5093735864030998
0.08013005586703632,100,0.4763785382081375,0.5485188310226391
0.08013005586703632,200,0.4763785382081375,0.5485188310226391
0.08013005586703632,300,0.4763785382081375,0.5485188310226391
0.08013005586703632,400,0.4763785382081375,0.5485188310226391
0.08013005586703632,500,0.4763785382081375,0.5485188310226391
0.08013005586703632,600,0.4763785382081375,0.5485188310226391
0.08013005586703632,700,0.4763785382081375,0.5485188310226391
0.08013005586703632,800,0.4763785382081375,0.5485188310226391
0.08013005586703632,900,0.4763785382081375,0.5485188310226391
0.08013005586703632,1000,0.4763785382081375,0.5485188310226391
0.09348506517820904,100,0.4859149419752041,0.5025059986462447
0.09348506517820904,200,0.4859149419752041,0.5025059986462447
0.09348506517820904,300,0.4859149419752041,0.5025059986462447
0.09348506517820904,400,0.4859149419752041,0.5025059986462447
0.09348506517820904,500,0.4859149419752041,0.5025059986462447
0.09348506517820904,600,0.4859149419752041,0.5025059986462447
0.09348506517820904,700,0.4859149419752041,0.5025059986462447
0.09348506517820904,800,0.4859149419752041,0.5025059986462447
0.09348506517820904,900,0.4859149419752041,0.5025059986462447
0.09348506517820904,1000,0.4859149419752041,0.5025059986462447
0.10684007448938176,100,0.4982567422292143,0.5555756853241677
0.10684007448938176,200,0.4982567422292143,0.5555756853241677
0.10684007448938176,300,0.4982567422292143,0.5555756853241677
0.10684007448938176,400,0.4982567422292143,0.5555756853241677
0.10684007448938176,500,0.4982567422292143,0.5555756853241677
0.10684007448938176,600,0.4982567422292143,0.5555756853241677
0.10684007448938176,700,0.4982567422292143,0.5555756853241677
0.10684007448938176,800,0.4982567422292143,0.5555756853241677
0.10684007448938176,900,0.4982567422292143,0.5555756853241677
0.10684007448938176,1000,0.4982567422292143,0.5555756853241677
0.12019508380055449,100,0.556597916092296,0.5394488713051839
0.12019508380055449,200,0.556597916092296,0.5394488713051839
0.12019508380055449,300,0.556597916092296,0.5394488713051839
0.12019508380055449,400,0.556597916092296,0.5394488713051839
0.12019508380055449,500,0.556597916092296,0.5394488713051839
0.12019508380055449,600,0.556597916092296,0.5394488713051839
0.12019508380055449,700,0.556597916092296,0.5394488713051839
0.12019508380055449,800,0.556597916092296,0.5394488713051839
0.12019508380055449,900,0.556597916092296,0.5394488713051839
0.12019508380055449,1000,0.556597916092296,0.5394488713051839
0.13355009311172722,100,0.4691861770201525,0.48685217120016966
0.13355009311172722,200,0.4691861770201525,0.48685217120016966
0.13355009311172722,300,0.4691861770201525,0.48685217120016966
0.13355009311172722,400,0.4691861770201525,0.48685217120016966
0.13355009311172722,500,0.4691861770201525,0.48685217120016966
0.13355009311172722,600,0.4691861770201525,0.48685217120016966
0.13355009311172722,700,0.4691861770201525,0.48685217120016966
0.13355009311172722,800,0.4691861770201525,0.48685217120016966
0.13355009311172722,900,0.4691861770201525,0.48685217120016966
0.13355009311172722,1000,0.4691861770201525,0.48685217120016966
